Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Non-Travel,Sales,47,3,Other,1,1718,Female,1,Laboratory Technician,Divorced,90930,5,Y,,22,8,3,6,6,9,11,9
26,No,Non-Travel,Sales,46,1,Medical,1,1719,Female,2,Manager,Married,79290,4,N,,13,8,1,24,9,6,8,10
63,No,Travel_Rarely,Human Resources,41,3,Marketing,1,1720,Male,5,Manager,Single,91110,3,N,,12,8,3,20,1,10,8,1
19,No,Travel_Frequently,Sales,60,5,Technical Degree,1,1721,Male,1,Laboratory Technician,Divorced,35450,3,Y,,21,8,1,37,5,21,9,5
63,Yes,Non-Travel,Sales,36,1,Marketing,1,1722,Male,3,Manufacturing Director,Single,20780,8,N,,16,8,1,32,5,17,10,10
59,No,Travel_Frequently,Sales,36,4,Marketing,1,1723,Male,5,Research Scientist,Divorced,61290,1,N,,23,8,2,18,3,13,8,1
36,No,Non-Travel,Human Resources,59,3,Other,1,1724,Male,5,Sales Executive,Divorced,17400,5,Y,,14,8,3,3,6,30,15,1
20,Yes,Travel_Frequently,Human Resources,45,3,Marketing,1,1725,Male,1,Sales Executive,Single,116220,1,Y,,23,8,1,22,7,7,13,3
54,Yes,Travel_Frequently,Sales,30,2,Human Resources,1,1726,Male,4,Manager,Divorced,36360,0,N,,24,8,0,26,8,14,5,3
65,Yes,Non-Travel,Sales,29,4,Human Resources,1,1727,Male,5,Research Scientist,Single,180280,8,Y,,15,8,0,8,1,13,4,4
65,No,Non-Travel,Human Resources,38,3,Medical,1,1728,Male,5,Manager,Divorced,97050,8,N,,24,8,1,3,7,17,13,8
23,No,Travel_Rarely,Sales,25,4,Other,1,1729,Female,2,Manufacturing Director,Divorced,151170,3,Y,,11,8,2,36,2,16,4,10
64,Yes,Travel_Rarely,Human Resources,37,1,Other,1,1730,Female,4,Research Director,Divorced,187360,7,N,,16,8,3,1,5,3,9,5
56,Yes,Travel_Frequently,Research & Development,63,2,Human Resources,1,1731,Female,3,Manufacturing Director,Married,70660,5,Y,,15,8,3,12,6,6,15,1
30,Yes,Non-Travel,Human Resources,34,1,Other,1,1732,Male,5,Manufacturing Director,Divorced,20950,1,Y,,23,8,3,25,1,33,11,9
65,Yes,Travel_Rarely,Research & Development,31,5,Medical,1,1733,Female,5,Research Scientist,Divorced,49460,6,N,,12,8,1,17,6,3,12,2
43,No,Travel_Frequently,Sales,34,3,Marketing,1,1734,Female,3,Research Director,Single,134480,4,Y,,24,8,0,27,7,20,11,1
31,No,Travel_Frequently,Human Resources,43,4,Human Resources,1,1735,Female,5,Research Director,Single,17740,0,Y,,22,8,0,4,7,7,15,8
23,Yes,Non-Travel,Sales,52,4,Marketing,1,1736,Female,3,Research Scientist,Married,135130,2,N,,18,8,3,28,0,2,9,7
47,Yes,Non-Travel,Human Resources,45,1,Other,1,1737,Male,2,Manufacturing Director,Single,84630,7,Y,,24,8,1,24,5,27,7,6
42,No,Travel_Frequently,Human Resources,18,4,Medical,1,1738,Female,5,Research Director,Married,78190,3,Y,,14,8,0,36,7,9,5,3
43,No,Non-Travel,Sales,38,5,Human Resources,1,1739,Male,4,Sales Executive,Married,148360,5,Y,,17,8,2,13,4,4,15,5
43,No,Non-Travel,Human Resources,34,1,Technical Degree,1,1740,Male,5,Research Director,Divorced,148190,7,N,,16,8,2,24,1,1,11,4
25,Yes,Travel_Frequently,Human Resources,62,1,Life Sciences,1,1741,Male,1,Laboratory Technician,Married,122320,3,N,,14,8,0,20,8,15,15,2
21,No,Travel_Frequently,Sales,22,5,Marketing,1,1742,Male,5,Sales Executive,Married,155130,9,Y,,21,8,2,21,3,30,12,9
26,No,Travel_Frequently,Human Resources,30,4,Life Sciences,1,1743,Male,4,Laboratory Technician,Single,134040,2,Y,,15,8,3,10,2,7,7,4
49,No,Non-Travel,Research & Development,28,4,Other,1,1744,Male,5,Laboratory Technician,Divorced,193190,5,Y,,23,8,1,5,8,28,0,3
32,Yes,Travel_Rarely,Human Resources,44,2,Other,1,1745,Male,5,Laboratory Technician,Married,45040,4,N,,18,8,0,31,3,22,5,5
62,No,Travel_Frequently,Human Resources,31,2,Other,1,1746,Male,1,Sales Executive,Married,192840,1,Y,,23,8,1,23,1,3,14,0
48,No,Travel_Rarely,Sales,38,4,Medical,1,1747,Female,1,Manufacturing Director,Single,154590,4,N,,11,8,0,34,5,23,6,5
62,No,Travel_Frequently,Research & Development,21,5,Marketing,1,1748,Male,1,Research Scientist,Divorced,139810,2,Y,,19,8,0,35,9,13,12,10
32,Yes,Travel_Rarely,Sales,36,4,Life Sciences,1,1749,Female,2,Laboratory Technician,Divorced,74870,8,Y,,22,8,0,6,1,30,14,8
51,No,Travel_Rarely,Research & Development,25,5,Life Sciences,1,1750,Male,1,Manufacturing Director,Married,31700,1,Y,,15,8,2,35,7,2,5,5
22,Yes,Non-Travel,Human Resources,30,5,Medical,1,1751,Female,4,Laboratory Technician,Married,72470,2,Y,,22,8,0,15,1,6,4,10
21,No,Travel_Frequently,Human Resources,57,3,Marketing,1,1752,Male,2,Laboratory Technician,Single,53860,3,N,,16,8,1,12,3,21,0,7
55,Yes,Travel_Rarely,Sales,22,5,Technical Degree,1,1753,Male,3,Manager,Single,123110,4,N,,13,8,3,16,6,8,7,7
54,Yes,Travel_Frequently,Sales,39,5,Life Sciences,1,1754,Male,5,Manager,Married,169920,3,N,,17,8,2,21,4,20,14,9
60,Yes,Travel_Rarely,Sales,46,5,Marketing,1,1755,Male,1,Manager,Married,31390,2,Y,,22,8,0,1,3,14,10,2
64,No,Travel_Frequently,Human Resources,47,3,Marketing,1,1756,Male,3,Sales Executive,Married,173840,0,N,,17,8,1,37,1,19,4,7
28,Yes,Non-Travel,Research & Development,31,4,Technical Degree,1,1757,Female,5,Sales Executive,Divorced,115340,0,Y,,15,8,3,13,8,29,14,7
52,Yes,Travel_Rarely,Human Resources,51,3,Technical Degree,1,1758,Male,3,Research Director,Divorced,193300,9,Y,,16,8,0,3,8,34,5,5
23,No,Non-Travel,Human Resources,46,3,Technical Degree,1,1759,Male,5,Research Director,Married,30730,1,N,,18,8,2,12,8,19,4,7
50,No,Non-Travel,Human Resources,36,1,Technical Degree,1,1760,Female,4,Research Director,Married,173750,4,Y,,24,8,2,31,6,13,4,4
48,Yes,Non-Travel,Research & Development,48,2,Life Sciences,1,1761,Female,1,Sales Executive,Single,173530,8,N,,13,8,0,36,2,27,8,7
30,Yes,Travel_Frequently,Human Resources,27,1,Technical Degree,1,1762,Male,5,Research Scientist,Single,171040,3,Y,,11,8,3,11,2,31,7,7
32,No,Travel_Frequently,Research & Development,40,1,Human Resources,1,1763,Female,2,Research Director,Married,143730,8,N,,21,8,1,16,5,6,1,8
48,No,Non-Travel,Human Resources,51,5,Other,1,1764,Female,4,Laboratory Technician,Married,188360,6,Y,,17,8,0,15,8,9,9,3
29,Yes,Travel_Rarely,Sales,40,1,Life Sciences,1,1765,Female,5,Laboratory Technician,Divorced,129580,4,Y,,24,8,3,24,2,27,3,3
25,No,Travel_Frequently,Sales,56,5,Life Sciences,1,1766,Female,4,Laboratory Technician,Married,123320,8,N,,17,8,0,36,1,23,11,0
31,Yes,Travel_Frequently,Research & Development,58,5,Other,1,1767,Female,2,Research Director,Single,65880,2,N,,24,8,2,10,3,28,6,7
38,Yes,Travel_Rarely,Human Resources,22,3,Marketing,1,1768,Male,4,Manager,Married,123830,6,N,,12,8,1,11,5,17,2,7
25,Yes,Travel_Rarely,Sales,61,1,Life Sciences,1,1769,Male,5,Manager,Single,161150,1,Y,,17,8,1,10,1,24,5,4
24,Yes,Non-Travel,Research & Development,34,5,Technical Degree,1,1770,Male,5,Research Director,Single,74250,4,Y,,17,8,1,39,7,11,1,1
56,No,Travel_Rarely,Human Resources,61,5,Marketing,1,1771,Female,1,Sales Executive,Single,179410,4,N,,17,8,2,4,0,30,10,8
37,Yes,Non-Travel,Human Resources,20,1,Human Resources,1,1772,Male,2,Research Director,Single,193730,3,Y,,19,8,2,19,1,17,8,2
30,No,Travel_Frequently,Sales,34,1,Human Resources,1,1773,Female,1,Research Scientist,Married,174370,7,Y,,17,8,3,17,7,26,12,3
57,Yes,Travel_Frequently,Human Resources,50,3,Human Resources,1,1774,Female,5,Laboratory Technician,Single,169660,5,N,,11,8,1,40,9,16,2,4
40,Yes,Travel_Rarely,Human Resources,23,3,Technical Degree,1,1775,Male,1,Sales Executive,Married,10000,5,N,,24,8,0,32,1,5,15,0
39,No,Non-Travel,Research & Development,63,5,Other,1,1776,Female,5,Laboratory Technician,Married,166680,4,N,,15,8,2,39,2,6,8,1
18,No,Travel_Rarely,Research & Development,59,3,Other,1,1777,Male,2,Research Director,Single,93490,1,Y,,19,8,3,25,1,31,9,9
56,No,Travel_Rarely,Sales,18,3,Human Resources,1,1778,Male,4,Research Director,Single,67600,2,Y,,17,8,3,17,9,24,11,5
45,No,Travel_Rarely,Research & Development,63,5,Other,1,1779,Female,2,Manufacturing Director,Divorced,60590,6,N,,25,8,0,37,2,7,4,7
59,No,Travel_Frequently,Human Resources,64,5,Technical Degree,1,1780,Female,5,Manager,Single,66050,8,N,,19,8,3,8,3,33,3,10
59,Yes,Non-Travel,Sales,34,5,Human Resources,1,1781,Male,3,Research Scientist,Single,133580,1,Y,,25,8,1,37,7,29,12,10
32,No,Travel_Frequently,Research & Development,40,2,Marketing,1,1782,Male,4,Research Scientist,Divorced,18480,6,N,,13,8,2,12,8,1,2,7
48,No,Travel_Rarely,Research & Development,56,1,Human Resources,1,1783,Male,4,Research Scientist,Single,147160,6,Y,,20,8,0,28,2,2,10,8
35,Yes,Travel_Frequently,Research & Development,49,5,Marketing,1,1784,Female,4,Manager,Single,87510,8,Y,,11,8,1,16,1,15,12,8
45,No,Travel_Frequently,Sales,25,1,Marketing,1,1785,Male,2,Manager,Single,174290,4,N,,21,8,0,4,6,24,8,9
35,Yes,Non-Travel,Research & Development,20,1,Marketing,1,1786,Male,2,Laboratory Technician,Divorced,84690,4,Y,,13,8,3,18,9,35,8,1
40,Yes,Travel_Rarely,Sales,36,3,Marketing,1,1787,Male,1,Research Scientist,Divorced,180290,0,Y,,23,8,2,29,8,14,4,2
19,No,Non-Travel,Sales,54,5,Life Sciences,1,1788,Female,1,Manager,Divorced,164900,5,N,,16,8,0,26,0,2,1,9
34,No,Travel_Rarely,Research & Development,30,3,Other,1,1789,Male,1,Research Scientist,Divorced,77820,4,N,,13,8,2,7,8,12,3,4
28,No,Travel_Frequently,Research & Development,24,1,Life Sciences,1,1790,Female,5,Research Director,Married,82830,9,Y,,22,8,3,26,6,0,7,1
41,No,Travel_Rarely,Research & Development,58,1,Marketing,1,1791,Female,2,Manufacturing Director,Married,174170,6,N,,13,8,2,35,2,6,3,7
59,No,Non-Travel,Human Resources,39,3,Marketing,1,1792,Female,5,Sales Executive,Divorced,133380,4,N,,19,8,2,19,8,2,6,10
24,No,Non-Travel,Research & Development,24,2,Other,1,1793,Female,5,Research Director,Divorced,134370,0,Y,,18,8,2,8,8,19,11,5
21,No,Travel_Frequently,Research & Development,44,3,Human Resources,1,1794,Male,4,Manufacturing Director,Single,166880,1,N,,24,8,1,27,8,35,12,9
30,Yes,Travel_Rarely,Sales,57,2,Life Sciences,1,1795,Male,5,Research Scientist,Married,191940,1,Y,,23,8,1,16,7,35,3,7
63,Yes,Travel_Rarely,Human Resources,65,5,Human Resources,1,1796,Female,5,Manager,Married,168450,2,Y,,11,8,2,39,9,25,8,0
48,Yes,Non-Travel,Sales,42,4,Technical Degree,1,1797,Female,2,Manager,Divorced,38840,5,Y,,21,8,2,1,8,30,2,9
30,Yes,Travel_Frequently,Sales,34,2,Other,1,1798,Male,5,Research Scientist,Divorced,162940,4,Y,,13,8,0,6,1,18,15,6
52,No,Travel_Frequently,Sales,24,5,Other,1,1799,Male,4,Research Scientist,Divorced,99860,1,N,,18,8,0,32,1,10,15,10
35,Yes,Non-Travel,Sales,59,1,Marketing,1,1800,Male,1,Laboratory Technician,Married,78460,2,Y,,13,8,3,13,3,25,14,3
44,Yes,Travel_Rarely,Sales,37,3,Human Resources,1,1801,Male,4,Research Director,Single,117150,9,Y,,23,8,3,40,7,12,6,0
22,Yes,Travel_Frequently,Human Resources,33,3,Medical,1,1802,Female,1,Laboratory Technician,Married,96090,5,Y,,19,8,1,28,6,30,9,3
21,No,Travel_Rarely,Research & Development,58,3,Other,1,1803,Female,2,Manufacturing Director,Divorced,141900,1,N,,24,8,1,2,5,3,3,6
33,Yes,Travel_Frequently,Human Resources,19,3,Human Resources,1,1804,Female,5,Manager,Married,110920,0,Y,,18,8,2,24,4,16,4,1
64,Yes,Non-Travel,Research & Development,51,3,Technical Degree,1,1805,Female,1,Sales Executive,Married,36360,1,N,,21,8,2,38,3,23,7,4
30,Yes,Travel_Rarely,Research & Development,30,1,Life Sciences,1,1806,Female,1,Laboratory Technician,Married,78230,3,N,,11,8,0,8,1,2,8,6
49,No,Non-Travel,Sales,65,3,Life Sciences,1,1807,Female,3,Research Scientist,Divorced,108710,5,N,,14,8,1,34,0,32,10,0
64,Yes,Non-Travel,Sales,20,3,Human Resources,1,1808,Male,1,Research Scientist,Married,97580,1,N,,15,8,2,6,8,19,14,2
56,No,Travel_Frequently,Human Resources,59,2,Technical Degree,1,1809,Female,5,Sales Executive,Single,107960,4,Y,,17,8,1,36,8,16,7,9
50,No,Non-Travel,Sales,20,1,Medical,1,1810,Male,5,Research Director,Married,78120,2,Y,,25,8,1,18,8,28,5,1
53,No,Travel_Rarely,Research & Development,62,2,Marketing,1,1811,Female,5,Manufacturing Director,Divorced,53610,9,N,,22,8,3,8,3,17,6,1
32,No,Travel_Frequently,Research & Development,61,3,Marketing,1,1812,Female,5,Research Scientist,Divorced,26770,8,N,,12,8,1,34,1,12,13,2
23,Yes,Non-Travel,Human Resources,54,2,Marketing,1,1813,Male,5,Laboratory Technician,Single,92350,2,Y,,16,8,1,1,2,24,1,9
49,No,Travel_Rarely,Human Resources,48,1,Technical Degree,1,1814,Male,3,Research Director,Married,113830,5,N,,14,8,3,19,0,19,3,6
50,Yes,Travel_Frequently,Human Resources,59,2,Human Resources,1,1815,Male,2,Research Director,Married,141360,2,N,,23,8,1,2,5,15,2,3
47,Yes,Travel_Frequently,Sales,44,5,Medical,1,1816,Male,3,Research Director,Single,118770,4,N,,22,8,1,7,3,24,10,2
58,No,Travel_Frequently,Human Resources,19,1,Marketing,1,1817,Female,4,Manufacturing Director,Divorced,54890,8,Y,,17,8,3,34,6,17,5,3
28,No,Travel_Rarely,Sales,61,4,Medical,1,1818,Female,1,Research Director,Divorced,39260,1,N,,12,8,2,14,3,26,7,8
32,Yes,Travel_Rarely,Human Resources,46,3,Medical,1,1819,Female,1,Sales Executive,Divorced,155240,8,N,,22,8,2,16,3,33,2,1
45,No,Non-Travel,Research & Development,54,3,Technical Degree,1,1820,Male,5,Laboratory Technician,Married,64110,4,Y,,22,8,0,11,1,26,8,5
65,No,Travel_Rarely,Sales,30,3,Marketing,1,1821,Female,3,Manager,Married,56030,6,N,,14,8,0,34,8,24,6,5
33,Yes,Non-Travel,Research & Development,42,1,Medical,1,1822,Female,5,Research Director,Single,48130,7,Y,,25,8,2,29,8,14,14,0
43,Yes,Travel_Rarely,Sales,62,3,Technical Degree,1,1823,Female,3,Manager,Divorced,50460,3,N,,14,8,2,1,2,13,9,8
44,Yes,Non-Travel,Sales,62,1,Marketing,1,1824,Male,5,Laboratory Technician,Married,82000,6,N,,24,8,0,24,4,1,12,4
56,Yes,Non-Travel,Human Resources,23,4,Technical Degree,1,1825,Female,2,Manufacturing Director,Divorced,97320,4,N,,11,8,0,36,6,18,8,1
47,Yes,Non-Travel,Research & Development,45,4,Medical,1,1826,Male,3,Research Scientist,Single,37640,4,Y,,23,8,1,21,4,32,8,9
41,No,Travel_Frequently,Human Resources,41,1,Medical,1,1827,Female,3,Manager,Divorced,13930,0,Y,,25,8,0,32,7,13,7,4
28,Yes,Non-Travel,Sales,43,4,Marketing,1,1828,Female,2,Sales Executive,Divorced,52050,3,N,,18,8,1,22,5,1,3,10
22,No,Non-Travel,Human Resources,43,1,Marketing,1,1829,Male,5,Sales Executive,Divorced,98990,8,Y,,16,8,1,4,0,31,11,6
35,Yes,Non-Travel,Human Resources,50,1,Other,1,1830,Female,3,Research Director,Married,180770,3,Y,,12,8,1,11,3,20,0,10
48,Yes,Travel_Rarely,Sales,49,2,Technical Degree,1,1831,Female,1,Sales Executive,Single,68550,0,N,,25,8,3,1,8,18,10,9
26,Yes,Travel_Rarely,Sales,19,4,Marketing,1,1832,Male,2,Manufacturing Director,Married,62990,0,N,,21,8,0,24,5,8,9,0
48,No,Travel_Frequently,Research & Development,60,1,Human Resources,1,1833,Female,5,Manufacturing Director,Married,174110,7,Y,,17,8,1,21,6,32,4,6
25,No,Travel_Frequently,Research & Development,60,5,Life Sciences,1,1834,Female,1,Research Director,Divorced,38330,5,Y,,22,8,2,19,6,13,7,2
51,Yes,Travel_Frequently,Human Resources,28,1,Other,1,1835,Male,3,Sales Executive,Single,51580,2,Y,,18,8,2,6,5,33,12,9
52,Yes,Non-Travel,Human Resources,50,2,Medical,1,1836,Male,2,Research Director,Married,113780,0,N,,21,8,1,40,3,22,1,6
60,No,Non-Travel,Sales,25,4,Medical,1,1837,Male,2,Sales Executive,Divorced,154370,5,Y,,11,8,0,14,9,19,7,2
59,No,Travel_Frequently,Research & Development,32,1,Life Sciences,1,1838,Female,1,Laboratory Technician,Divorced,149870,3,Y,,17,8,1,18,1,5,7,1
61,No,Travel_Frequently,Human Resources,38,2,Life Sciences,1,1839,Male,5,Research Director,Single,66100,0,N,,20,8,2,10,2,1,6,2
27,Yes,Travel_Frequently,Sales,37,4,Technical Degree,1,1840,Female,2,Sales Executive,Married,157950,4,Y,,17,8,0,39,7,12,1,9
36,No,Travel_Rarely,Human Resources,51,5,Technical Degree,1,1841,Male,1,Manufacturing Director,Single,106310,0,N,,16,8,1,29,3,20,5,4
23,Yes,Travel_Frequently,Sales,23,2,Medical,1,1842,Male,5,Research Director,Single,81750,0,Y,,16,8,0,27,3,8,9,7
59,No,Non-Travel,Research & Development,40,5,Technical Degree,1,1843,Male,4,Research Director,Divorced,119800,2,Y,,18,8,2,29,8,15,8,10
64,Yes,Travel_Frequently,Research & Development,32,5,Human Resources,1,1844,Male,3,Research Scientist,Divorced,46600,9,N,,14,8,3,19,8,8,5,4
51,Yes,Travel_Rarely,Sales,52,1,Human Resources,1,1845,Female,4,Laboratory Technician,Single,133590,8,Y,,15,8,2,16,5,18,6,2
29,Yes,Non-Travel,Research & Development,25,1,Marketing,1,1846,Male,4,Research Director,Divorced,137510,6,N,,12,8,3,34,5,20,1,0
29,Yes,Travel_Rarely,Research & Development,26,4,Technical Degree,1,1847,Female,2,Research Scientist,Divorced,136730,2,N,,18,8,1,16,8,7,5,9
39,No,Non-Travel,Sales,48,2,Medical,1,1848,Male,3,Manufacturing Director,Divorced,152910,0,Y,,24,8,2,29,4,6,7,1
42,No,Travel_Frequently,Sales,45,1,Technical Degree,1,1849,Female,3,Research Scientist,Divorced,167260,5,Y,,18,8,1,18,6,28,0,3
53,No,Travel_Frequently,Human Resources,64,5,Other,1,1850,Male,4,Manager,Divorced,81160,1,N,,24,8,1,2,1,2,5,4
60,No,Travel_Rarely,Human Resources,41,4,Human Resources,1,1851,Male,4,Sales Executive,Married,135230,8,Y,,11,8,1,2,3,1,4,8
63,No,Travel_Rarely,Human Resources,65,1,Other,1,1852,Female,5,Manager,Married,125340,0,N,,11,8,1,26,7,31,15,2
58,No,Travel_Frequently,Human Resources,22,5,Medical,1,1853,Female,1,Sales Executive,Divorced,182790,0,N,,12,8,2,31,3,9,2,9
57,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,1854,Female,2,Sales Executive,Single,24880,7,N,,23,8,2,39,2,10,4,0
53,Yes,Non-Travel,Human Resources,65,2,Medical,1,1855,Male,5,Research Scientist,Married,198660,8,Y,,13,8,2,29,9,22,0,8
38,Yes,Travel_Rarely,Sales,35,4,Other,1,1856,Male,3,Sales Executive,Married,183750,2,N,,17,8,3,2,2,13,2,6
48,No,Travel_Rarely,Sales,56,4,Medical,1,1857,Male,3,Laboratory Technician,Married,163130,2,Y,,22,8,0,23,0,28,7,1
65,Yes,Travel_Rarely,Human Resources,51,3,Other,1,1858,Female,3,Research Scientist,Single,64150,0,Y,,16,8,1,18,4,12,3,6
50,Yes,Travel_Frequently,Research & Development,64,1,Medical,1,1859,Male,1,Research Scientist,Single,184480,8,Y,,11,8,0,6,2,32,14,8
24,Yes,Non-Travel,Research & Development,61,2,Other,1,1860,Male,4,Laboratory Technician,Single,168860,0,N,,16,8,3,2,0,35,9,9
38,No,Non-Travel,Sales,27,4,Marketing,1,1861,Female,5,Research Scientist,Divorced,29690,6,N,,16,8,2,22,4,4,5,1
58,Yes,Non-Travel,Human Resources,55,2,Medical,1,1862,Female,1,Research Director,Divorced,56820,7,N,,19,8,0,11,7,29,13,9
46,No,Travel_Rarely,Sales,65,5,Medical,1,1863,Female,4,Research Director,Divorced,126950,2,N,,20,8,2,14,4,5,13,6
47,Yes,Non-Travel,Sales,34,1,Marketing,1,1864,Male,5,Sales Executive,Single,74930,7,Y,,13,8,1,9,8,24,8,6
24,Yes,Non-Travel,Human Resources,42,3,Technical Degree,1,1865,Male,2,Manager,Married,136650,3,Y,,19,8,0,10,5,10,0,2
64,No,Travel_Frequently,Sales,64,1,Other,1,1866,Male,1,Manager,Married,122580,4,N,,15,8,1,38,4,35,14,7
63,No,Non-Travel,Research & Development,37,2,Technical Degree,1,1867,Male,2,Research Scientist,Divorced,117910,0,N,,24,8,3,13,3,17,8,0
63,Yes,Travel_Rarely,Human Resources,63,2,Other,1,1868,Male,1,Research Director,Divorced,73820,2,N,,18,8,3,13,5,32,0,9
22,No,Travel_Rarely,Human Resources,41,1,Marketing,1,1869,Male,1,Manager,Single,144330,3,Y,,12,8,0,22,5,28,4,4
55,Yes,Travel_Rarely,Research & Development,28,3,Other,1,1870,Female,2,Research Scientist,Married,91820,6,Y,,21,8,0,38,9,18,14,0
63,Yes,Non-Travel,Human Resources,54,5,Human Resources,1,1871,Male,3,Laboratory Technician,Single,160930,5,N,,13,8,1,22,2,26,1,7
34,No,Travel_Frequently,Human Resources,47,5,Human Resources,1,1872,Male,2,Sales Executive,Married,75980,4,Y,,17,8,1,34,1,18,13,2
24,Yes,Travel_Rarely,Human Resources,46,2,Life Sciences,1,1873,Male,3,Manager,Married,18200,9,Y,,24,8,0,39,0,18,9,0
48,Yes,Non-Travel,Research & Development,47,2,Other,1,1874,Male,1,Research Director,Married,31830,2,Y,,22,8,3,2,0,25,14,5
35,No,Travel_Rarely,Sales,39,2,Other,1,1875,Female,5,Research Director,Single,188710,1,N,,12,8,3,24,4,0,4,0
40,Yes,Non-Travel,Human Resources,48,3,Life Sciences,1,1876,Female,4,Research Scientist,Divorced,67020,6,N,,16,8,3,1,6,32,12,8
32,No,Travel_Rarely,Human Resources,20,1,Marketing,1,1877,Male,5,Laboratory Technician,Divorced,135390,7,Y,,24,8,0,6,0,11,0,4
32,No,Travel_Rarely,Human Resources,56,2,Life Sciences,1,1878,Male,5,Manufacturing Director,Married,83690,9,Y,,13,8,2,38,1,19,9,5
56,Yes,Travel_Rarely,Sales,52,5,Marketing,1,1879,Male,1,Manager,Married,193930,3,Y,,17,8,0,32,0,19,12,1
44,No,Travel_Rarely,Research & Development,52,3,Other,1,1880,Male,3,Research Director,Divorced,149330,0,N,,23,8,1,20,7,1,2,1
52,No,Travel_Rarely,Research & Development,28,2,Medical,1,1881,Female,2,Manager,Single,31430,6,Y,,11,8,3,25,1,14,4,8
62,Yes,Travel_Frequently,Human Resources,26,4,Other,1,1882,Female,1,Manufacturing Director,Single,169220,5,Y,,13,8,0,40,4,26,9,1
47,No,Travel_Frequently,Research & Development,22,2,Life Sciences,1,1883,Female,1,Manufacturing Director,Divorced,51710,3,N,,25,8,3,9,0,13,10,6
35,Yes,Travel_Rarely,Human Resources,26,4,Medical,1,1884,Male,2,Manufacturing Director,Single,91020,7,Y,,18,8,2,17,0,23,4,4
55,No,Non-Travel,Sales,36,5,Human Resources,1,1885,Male,3,Sales Executive,Single,63190,5,Y,,24,8,0,23,1,8,10,0
58,No,Travel_Rarely,Sales,29,2,Medical,1,1886,Female,2,Sales Executive,Divorced,36540,3,N,,14,8,0,25,1,18,10,6
26,Yes,Travel_Frequently,Sales,42,4,Human Resources,1,1887,Male,3,Research Scientist,Divorced,116070,1,Y,,24,8,2,40,6,18,15,8
53,No,Non-Travel,Sales,29,5,Other,1,1888,Female,1,Sales Executive,Single,79030,3,Y,,19,8,3,20,3,18,3,0
58,Yes,Travel_Rarely,Research & Development,55,2,Life Sciences,1,1889,Male,2,Manager,Married,32800,4,N,,11,8,2,8,3,20,8,4
18,No,Travel_Frequently,Research & Development,36,3,Other,1,1890,Female,2,Manager,Single,186470,2,Y,,17,8,1,9,3,21,14,9
59,No,Travel_Frequently,Human Resources,63,5,Marketing,1,1891,Female,5,Research Scientist,Single,12310,8,N,,21,8,1,4,0,21,4,5
28,No,Travel_Rarely,Sales,26,5,Human Resources,1,1892,Male,4,Sales Executive,Divorced,47480,8,Y,,17,8,0,25,5,28,2,9
49,No,Travel_Rarely,Sales,30,2,Human Resources,1,1893,Male,5,Research Scientist,Divorced,83540,4,Y,,21,8,2,1,9,0,9,5
23,No,Non-Travel,Sales,18,5,Other,1,1894,Female,2,Manager,Married,116620,7,N,,16,8,1,36,3,2,7,10
48,No,Travel_Rarely,Sales,55,5,Technical Degree,1,1895,Female,2,Sales Executive,Married,198250,0,N,,22,8,0,16,6,20,4,10
33,No,Non-Travel,Human Resources,51,1,Technical Degree,1,1896,Male,5,Sales Executive,Married,30290,1,Y,,11,8,2,10,1,0,9,7
50,No,Travel_Rarely,Human Resources,22,2,Technical Degree,1,1897,Female,3,Manager,Single,163710,5,Y,,19,8,3,21,2,31,13,0
43,No,Travel_Frequently,Sales,21,4,Technical Degree,1,1898,Female,3,Laboratory Technician,Married,134690,8,Y,,20,8,3,15,0,12,2,9
28,No,Travel_Rarely,Human Resources,23,3,Other,1,1899,Male,4,Manager,Married,20970,3,Y,,11,8,3,36,9,35,3,10
53,No,Non-Travel,Human Resources,63,2,Life Sciences,1,1900,Male,3,Research Director,Single,19030,8,N,,25,8,1,39,6,18,14,6
57,No,Travel_Rarely,Research & Development,22,5,Medical,1,1901,Male,2,Research Director,Married,129620,6,N,,23,8,3,18,6,8,13,4
39,No,Travel_Frequently,Sales,23,1,Life Sciences,1,1902,Male,3,Sales Executive,Single,100560,9,Y,,19,8,0,40,8,13,3,9
43,No,Travel_Rarely,Research & Development,54,2,Marketing,1,1903,Male,5,Research Scientist,Single,44310,5,N,,11,8,2,37,2,26,10,0
35,Yes,Non-Travel,Human Resources,54,2,Marketing,1,1904,Male,3,Laboratory Technician,Divorced,49470,2,Y,,15,8,0,14,5,28,11,7
48,Yes,Non-Travel,Sales,62,4,Medical,1,1905,Female,5,Research Director,Divorced,82490,7,N,,23,8,1,10,3,26,13,4
34,No,Travel_Frequently,Human Resources,27,3,Life Sciences,1,1906,Female,2,Manager,Married,125960,0,Y,,18,8,3,9,1,5,14,3
32,No,Non-Travel,Research & Development,18,5,Other,1,1907,Male,4,Manufacturing Director,Single,59780,9,Y,,14,8,2,28,2,5,1,9
